Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Min,Fwd IAT Total,Fwd IAT Std,Fwd IAT Min,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Bwd Packets/s,Packet Length Min,Packet Length Std,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Fwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Seg Size Min,Active Mean,Active Std,Idle Std,Idle Max,Label,Traffic Type,Traffic Subtype
192.168.1.70-192.168.1.90-31217-0-6,192.168.1.70,31217.0,192.168.1.90,0,6.0,98486.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,507.6863716670389,20.30745486668156,98486.0,0.0,98486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,10.153727433340778,0.0,28.867513459481287,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ECN
192.168.1.70-192.168.1.90-15339-0-6,192.168.1.70,15339.0,192.168.1.90,0,6.0,39179278.0,2.0,1.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,25.52369648057323,0.0765710894417196,19589639.0,10770938.990600215,11973435.0,11973435.0,0.0,11973435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.0255236964805732,0.0,250.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0,512.0,0.0,20.0,0.0,0.0,10770938.990600215,27205843.0,Malicious,DoS,DoS FIN
192.168.1.70-192.168.1.90-1181-60509-6,192.168.1.70,1181.0,192.168.1.90,60509,6.0,5057375.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3954620727155886,5057375.0,0.0,5057375.0,5057375.0,0.0,5057375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,5057375.0,Malicious,Information Gathering,Information Gathering
192.168.1.70-192.168.1.90-17790-0-6,192.168.1.70,17790.0,192.168.1.90,0,6.0,6595511.0,2.0,1.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,151.61827491455932,0.4548548247436779,3297755.5,4191461.005403784,333945.0,6261566.0,0.0,6261566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.1516182749145593,0.0,250.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,6261566.0,Malicious,DoS,DoS ECN
192.168.1.70-192.168.1.90-57212-0-6,192.168.1.70,57212.0,192.168.1.90,0,6.0,9749908.0,2.0,0.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,102.56507035758696,0.2051301407151739,9749908.0,0.0,9749908.0,9749908.0,0.0,9749908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,500.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,9749908.0,Malicious,DoS,DoS RST
192.168.1.70-192.168.1.90-2389-15183-6,192.168.1.70,2389.0,192.168.1.90,15183,6.0,3975408.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.754639523792275,1987704.0,2747087.217492739,45220.0,3930188.0,0.0,3930188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.2515465079307583,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,Information Gathering,Information Gathering
192.168.1.70-192.168.1.90-10319-0-6,192.168.1.70,10319.0,192.168.1.90,0,6.0,61259.0,1.0,1.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,8162.065982141399,32.6482639285656,61259.0,0.0,61259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,16.3241319642828,0.0,288.67513459481285,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ECN
192.168.1.70-192.168.1.90-45438-0-6,192.168.1.70,45438.0,192.168.1.90,0,6.0,10149134.0,2.0,0.0,980.0,0.0,500.0,14.142135623730953,0.0,0.0,0.0,96.55996265297118,0.1970611482713697,10149134.0,0.0,10149134.0,10149134.0,0.0,10149134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,480.0,11.547005383792516,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,0.0,0.0,0.0,0.0,2.0,980.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,10149134.0,Malicious,DoS,DoS RST
192.168.1.70-192.168.1.90-1424-11804-6,192.168.1.70,1424.0,192.168.1.90,11804,6.0,50714.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.43684189770083,50714.0,0.0,50714.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,20.0,19.71842094885041,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,Information Gathering,Information Gathering
192.168.1.70-192.168.1.90-53436-0-6,192.168.1.70,53436.0,192.168.1.90,0,6.0,12363759.0,4.0,1.0,200.0,0.0,50.0,0.0,0.0,0.0,0.0,16.176310133511986,0.4044077533377996,3090939.75,4246086.764650355,78878.0,12284881.0,4582088.522591672,914751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,0.0808815506675599,0.0,20.41241452319316,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,512.0,0.0,20.0,914751.0,0.0,0.0,9347064.0,Malicious,DoS,DoS ACK
192.168.1.70-192.168.1.90-1181-38011-6,192.168.1.70,1181.0,192.168.1.90,38011,6.0,9465215.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2113000074483252,9465215.0,0.0,9465215.0,9465215.0,0.0,9465215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,9465215.0,Malicious,Information Gathering,Information Gathering
192.168.1.70-192.168.1.90-8213-0-6,192.168.1.70,8213.0,192.168.1.90,0,6.0,3042049.0,2.0,0.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,328.72580290455545,0.6574516058091109,3042049.0,0.0,3042049.0,3042049.0,0.0,3042049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,500.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,1000.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS RST
192.168.1.70-192.168.1.90-39988-0-6,192.168.1.70,39988.0,192.168.1.90,0,6.0,37858.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,1320.7248137778013,52.82899255111205,37858.0,0.0,37858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,26.414496275556026,0.0,28.867513459481287,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS FIN
192.168.1.70-192.168.1.90-1181-49170-6,192.168.1.70,1181.0,192.168.1.90,49170,6.0,4889627.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4090291549846235,4889627.0,0.0,4889627.0,4889627.0,0.0,4889627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,Information Gathering,Information Gathering
192.168.1.70-192.168.1.90-29408-0-6,192.168.1.70,29408.0,192.168.1.90,0,6.0,54452492.0,4.0,1.0,200.0,0.0,50.0,0.0,0.0,0.0,0.0,3.67292648424612,0.091823162106153,13613123.0,16687005.045483008,28596.0,54423896.0,17165603.888963833,713739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,0.0183646324212306,0.0,20.41241452319316,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,512.0,0.0,20.0,713739.0,0.0,11564435.128564669,35032369.0,Malicious,DoS,DoS CWR
192.168.1.70-192.168.1.90-17464-0-6,192.168.1.70,17464.0,192.168.1.90,0,6.0,56134.0,1.0,1.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,8907.257633519792,35.62903053407916,56134.0,0.0,56134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,17.81451526703958,0.0,288.67513459481285,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS SYN
192.168.1.70-192.168.1.90-48243-0-6,192.168.1.70,48243.0,192.168.1.90,0,6.0,21076.0,1.0,1.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,23723.666729929777,94.89466691971911,21076.0,0.0,21076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,47.44733345985956,0.0,288.67513459481285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ACK
192.168.1.70-192.168.1.90-3860-0-6,192.168.1.70,3860.0,192.168.1.90,0,6.0,20619841.0,3.0,1.0,4068.0,0.0,1356.0,0.0,0.0,0.0,0.0,197.28571136896736,0.1939879167836454,6873280.333333334,5889261.493872923,74092.0,20545749.0,152836.18100600393,10164803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,20.0,0.0484969791959113,0.0,606.4216354979429,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1356.0,0.0,0.0,0.0,0.0,0.0,1.0,2034.0,0.0,512.0,0.0,20.0,0.0,0.0,152836.18100600393,10380946.0,Malicious,DoS,DoS ACK
192.168.1.70-192.168.1.90-32714-0-6,192.168.1.70,32714.0,192.168.1.90,0,6.0,13010519.0,3.0,0.0,1500.0,0.0,500.0,0.0,0.0,0.0,0.0,115.2913269639743,0.2305826539279486,6505259.5,4900923.866385245,3039783.0,13010519.0,4900923.866385245,3039783.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,1.0,750.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,9970736.0,Malicious,DoS,DoS PSH
192.168.1.70-192.168.1.90-54676-0-17,192.168.1.70,54676.0,192.168.1.90,0,17.0,41290589.0,6.0,0.0,2100.0,0.0,500.0,232.379000772445,0.0,0.0,0.0,50.859046839947,0.1453115623998485,8258117.8,8378786.715567219,2952384.0,41290589.0,8378786.715567219,2952384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,50.0,240.535117721182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,1.0,420.0,0.0,0.0,0.0,8.0,4861107.0,1572780.843840616,9571870.444577722,22552522.0,Malicious,DoS,DoS UDP
192.168.1.70-192.168.1.90-37537-0-6,192.168.1.70,37537.0,192.168.1.90,0,6.0,10022239.0,3.0,1.0,1500.0,0.0,500.0,0.0,0.0,0.0,0.0,149.66715521352063,0.3991124139027217,3340746.333333333,3459155.2476855293,36020.0,9986219.0,2747669.166373656,3050214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,20.0,0.0997781034756804,0.0,223.60679774997897,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,1.0,750.0,0.0,512.0,0.0,20.0,3050214.0,0.0,0.0,6936005.0,Malicious,DoS,DoS SYN
192.168.1.70-192.168.1.90-6874-0-6,192.168.1.70,6874.0,192.168.1.90,0,6.0,8082246.0,2.0,0.0,80.0,0.0,50.0,14.142135623730953,0.0,0.0,0.0,9.89823868266321,0.2474559670665802,8082246.0,0.0,8082246.0,8082246.0,0.0,8082246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,30.0,11.547005383792516,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2.0,80.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,8082246.0,Malicious,DoS,DoS RST
192.168.1.70-192.168.1.90-3099-0-6,192.168.1.70,3099.0,192.168.1.90,0,6.0,35791.0,1.0,1.0,480.0,0.0,480.0,0.0,0.0,0.0,0.0,13411.192757955909,55.87996982481629,35791.0,0.0,35791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,27.939984912408143,0.0,277.1281292110204,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,40.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ACK
192.168.1.70-192.168.1.90-44201-0-6,192.168.1.70,44201.0,192.168.1.90,0,6.0,10111402.0,2.0,1.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,98.89825367441628,0.2966947610232488,5055701.0,7100179.398046926,35116.0,10076286.0,0.0,10076286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.0988982536744162,0.0,250.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,10076286.0,Malicious,DoS,DoS CWR
192.168.1.70-192.168.1.90-23591-0-6,192.168.1.70,23591.0,192.168.1.90,0,6.0,21532774.0,3.0,1.0,150.0,0.0,50.0,0.0,0.0,0.0,0.0,6.966125219165909,0.1857633391777575,7177591.333333334,11830759.037198303,31842.0,21500932.0,14259772.736276267,667284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,20.0,0.0464408347944393,0.0,22.36067977499789,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,3.0,150.0,0.0,512.0,0.0,20.0,667284.0,0.0,0.0,20833648.0,Malicious,DoS,DoS SYN
192.168.1.70-192.168.1.90-3775-0-6,192.168.1.70,3775.0,192.168.1.90,0,6.0,171225.0,1.0,1.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,2920.1343261790043,11.680537304716015,171225.0,0.0,171225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,5.8402686523580085,0.0,288.67513459481285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ACK
192.168.1.70-192.168.1.90-1892-61628-6,192.168.1.70,1892.0,192.168.1.90,61628,6.0,51789.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.618239394466,51789.0,0.0,51789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,19.309119697233,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,Information Gathering,Information Gathering
192.168.1.70-192.168.1.90-32488-0-6,192.168.1.70,32488.0,192.168.1.90,0,6.0,3156580.0,2.0,0.0,960.0,0.0,480.0,0.0,0.0,0.0,0.0,304.1266180486476,0.6335971209346825,3156580.0,0.0,3156580.0,3156580.0,0.0,3156580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,480.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,2.0,960.0,0.0,512.0,0.0,40.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS RST
192.168.1.70-192.168.1.90-11375-0-6,192.168.1.70,11375.0,192.168.1.90,0,6.0,98530.0,1.0,1.0,1336.0,0.0,1336.0,0.0,0.0,0.0,0.0,13559.322033898305,20.29838627829088,98530.0,0.0,98530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,20.0,10.149193139145437,0.0,771.3399596373399,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,40.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS URG
192.168.1.70-192.168.1.90-54926-0-6,192.168.1.70,54926.0,192.168.1.90,0,6.0,10050481.0,2.0,0.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,99.4977255317432,0.1989954510634864,10050481.0,0.0,10050481.0,10050481.0,0.0,10050481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,10050481.0,Malicious,DoS,DoS ACK
192.168.1.70-192.168.1.90-48378-80-6,192.168.1.70,48378.0,192.168.1.90,80,6.0,2777751.0,4.0,4.0,471.0,717.0,471.0,235.5,717.0,0.0,179.25,427.6841228749445,2.88002776346764,396821.5714285714,1024890.0130678832,974.0,2733709.0,1570314.1093285552,974.0,924577.6666666667,1580340.155984569,8741.0,0.0,0.0,0.0,0.0,136.0,136.0,1.44001388173382,0.0,269.0525041697252,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,117.75,0.0,0.0,0.0,0.0,0.0,4.0,471.0,717.0,65280.0,502.0,32.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS HTTP
