Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Min,Fwd IAT Total,Fwd IAT Std,Fwd IAT Min,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Bwd Packets/s,Packet Length Min,Packet Length Std,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Fwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Seg Size Min,Active Mean,Active Std,Idle Std,Idle Max,Label,Traffic Type,Traffic Subtype,Birch_Cluster
192.168.1.70-192.168.1.90-2963-41895-6,192.168.1.70,2963.0,192.168.1.90,41895,6.0,10009379.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1998125957664306,10009379.0,0.0,10009379.0,10009379.0,0.0,10009379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,10009379.0,Malicious,Information Gathering,Information Gathering,0
192.168.1.70-192.168.1.90-39543-0-6,192.168.1.70,39543.0,192.168.1.90,0,6.0,3515433.0,2.0,1.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,284.4599797521387,0.853379939256416,1757716.5,2298681.816164321,132303.0,3383130.0,0.0,3383130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.2844599797521386,0.0,250.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ACK,0
192.168.1.70-192.168.1.90-34572-0-6,192.168.1.70,34572.0,192.168.1.90,0,6.0,3120970.0,2.0,0.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,320.41320486899906,0.6408264097379982,3120970.0,0.0,3120970.0,3120970.0,0.0,3120970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,500.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS RST,0
192.168.1.70-192.168.1.90-1553-39832-6,192.168.1.70,1553.0,192.168.1.90,39832,6.0,21586.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.6526452330214,21586.0,0.0,21586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,20.0,46.3263226165107,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,Information Gathering,Information Gathering,0
192.168.1.70-192.168.1.90-46308-0-6,192.168.1.70,46308.0,192.168.1.90,0,6.0,15794.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,3165.759149043941,126.63036596175763,15794.0,0.0,15794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,63.31518298087882,0.0,28.867513459481287,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS SYN,0
192.168.1.70-192.168.1.90-62217-0-6,192.168.1.70,62217.0,192.168.1.90,0,6.0,8687104.0,2.0,1.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,11.511316084163376,0.3453394825249012,4343552.0,6093545.012776881,34765.0,8652339.0,0.0,8652339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.1151131608416337,0.0,25.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,8652339.0,Malicious,DoS,DoS CWR,0
192.168.1.70-192.168.1.90-12892-0-6,192.168.1.70,12892.0,192.168.1.90,0,6.0,33003.0,1.0,1.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,15150.137866254585,60.600551465018334,33003.0,0.0,33003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,30.300275732509167,0.0,288.67513459481285,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ECN,0
192.168.1.70-192.168.1.90-17910-0-17,192.168.1.70,17910.0,192.168.1.90,0,17.0,56218490.0,6.0,0.0,2968.0,0.0,1368.0,481.3010146121309,0.0,0.0,0.0,52.79401848039675,0.1067264524536322,11243698.0,10088539.807497762,1499682.0,56218490.0,10088539.807497762,1499682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,50.0,470.41379960322473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.6666666666667,0.0,0.0,0.0,0.0,0.0,1.0,593.0,0.0,0.0,0.0,8.0,2241994.5,1049788.4050190782,8243490.353652228,26744995.0,Malicious,DoS,DoS UDP,0
192.168.1.70-192.168.1.90-2389-50497-6,192.168.1.70,2389.0,192.168.1.90,50497,6.0,539199.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.563808538220583,269599.5,265858.7146972993,81609.0,457590.0,0.0,457590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,1.8546028460735275,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,Information Gathering,Information Gathering,0
192.168.1.70-192.168.1.90-46507-0-6,192.168.1.70,46507.0,192.168.1.90,0,6.0,79439.0,1.0,1.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,6294.137640201916,25.176550560807662,79439.0,0.0,79439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,12.588275280403831,0.0,288.67513459481285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ACK,0
192.168.1.70-192.168.1.90-13728-0-6,192.168.1.70,13728.0,192.168.1.90,0,6.0,35130.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,1423.2849416453173,56.931397665812696,35130.0,0.0,35130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,28.465698832906348,0.0,28.867513459481287,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS FIN,0
192.168.1.70-192.168.1.90-51720-0-6,192.168.1.70,51720.0,192.168.1.90,0,6.0,29637251.0,4.0,1.0,180.0,0.0,50.0,10.0,0.0,0.0,0.0,6.073437782741726,0.168706605076159,7409312.750000001,8823846.926882757,9375.0,29627876.0,8960153.983851915,818970.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,20.0,0.0337413210152318,0.0,19.748417658131498,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,2.0,90.0,0.0,512.0,0.0,20.0,818970.0,0.0,6125777.768290489,18736032.0,Malicious,DoS,DoS PSH,0
192.168.1.70-192.168.1.90-39208-0-6,192.168.1.70,39208.0,192.168.1.90,0,6.0,2047981.0,3.0,0.0,150.0,0.0,50.0,0.0,0.0,0.0,0.0,73.24286699925439,1.4648573399850875,1023990.5,526635.452958211,651603.0,2047981.0,526635.452958211,651603.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,3.0,150.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS URG,0
192.168.1.70-192.168.1.90-16652-0-6,192.168.1.70,16652.0,192.168.1.90,0,6.0,3123776.0,2.0,0.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,320.1253867114672,0.6402507734229343,3123776.0,0.0,3123776.0,3123776.0,0.0,3123776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,500.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,1000.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS SYN,0
192.168.1.70-192.168.1.90-16850-0-6,192.168.1.70,16850.0,192.168.1.90,0,6.0,58868.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,849.3578854386085,33.97431541754434,58868.0,0.0,58868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,16.98715770877217,0.0,28.867513459481287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ACK,0
192.168.1.70-192.168.1.90-63189-0-6,192.168.1.70,63189.0,192.168.1.90,0,6.0,40003.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,1249.9062570307228,49.99625028122891,40003.0,0.0,40003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,24.99812514061445,0.0,28.867513459481287,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS SYN,0
192.168.1.70-192.168.1.90-11622-0-6,192.168.1.70,11622.0,192.168.1.90,0,6.0,55809051.0,4.0,0.0,5424.0,0.0,1356.0,0.0,0.0,0.0,0.0,97.18853667660468,0.0716729621508883,18603017.0,2838900.944936966,15327639.0,55809051.0,2838900.944936966,15327639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,1356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1356.0,0.0,0.0,0.0,0.0,0.0,1.0,1808.0,0.0,512.0,0.0,20.0,0.0,0.0,2838900.944936966,20355957.0,Malicious,DoS,DoS ECN,0
192.168.1.70-192.168.1.90-5606-0-6,192.168.1.70,5606.0,192.168.1.90,0,6.0,164117.0,1.0,1.0,1356.0,0.0,1356.0,0.0,0.0,0.0,0.0,8262.398167161233,12.186427975164058,164117.0,0.0,164117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,20.0,6.093213987582029,0.0,782.8869650211325,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS URG,0
192.168.1.70-192.168.1.90-404-0-6,192.168.1.70,404.0,192.168.1.90,0,6.0,91180.0,1.0,1.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,5483.658697082694,21.934634788330776,91180.0,0.0,91180.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,20.0,10.967317394165388,0.0,288.67513459481285,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS PSH,0
192.168.1.70-192.168.1.90-48336-0-6,192.168.1.70,48336.0,192.168.1.90,0,6.0,55092038.0,8.0,0.0,3980.0,0.0,500.0,7.071067811865472,0.0,0.0,0.0,72.24274404225162,0.1452115458135711,7870291.142857143,3355431.185479468,2686738.0,55092038.0,3355431.185479468,2686738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,480.0,6.666666666666664,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,497.5,0.0,0.0,0.0,0.0,0.0,1.0,568.0,0.0,512.0,0.0,20.0,6053632.0,0.0,639589.8029656978,10374652.0,Malicious,DoS,DoS SYN,0
192.168.1.70-192.168.1.90-203-0-6,192.168.1.70,203.0,192.168.1.90,0,6.0,6145153.0,2.0,1.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,162.72987832849728,0.4881896349854918,3072576.5,4261980.764691519,58901.0,6086252.0,0.0,6086252.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,20.0,0.1627298783284972,0.0,250.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,6086252.0,Malicious,DoS,DoS PSH,0
192.168.1.70-192.168.1.90-2797-0-6,192.168.1.70,2797.0,192.168.1.90,0,6.0,94026.0,1.0,1.0,1356.0,0.0,1356.0,0.0,0.0,0.0,0.0,14421.542977474315,21.270712356156807,94026.0,0.0,94026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,20.0,10.635356178078403,0.0,782.8869650211325,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS URG,0
192.168.1.70-192.168.1.90-13235-0-6,192.168.1.70,13235.0,192.168.1.90,0,6.0,10117672.0,2.0,1.0,980.0,0.0,500.0,14.142135623730953,0.0,0.0,0.0,96.86022634455831,0.2965108969731376,5058836.0,7126271.638272709,19801.0,10097871.0,0.0,10097871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,20.0,0.0988369656577125,0.0,246.84678108764825,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,490.0,0.0,0.0,0.0,0.0,0.0,2.0,980.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,10097871.0,Malicious,DoS,DoS CWR,0
192.168.1.70-192.168.1.90-1188-0-6,192.168.1.70,1188.0,192.168.1.90,0,6.0,27236993.0,4.0,1.0,160.0,0.0,50.0,11.547005383792516,0.0,0.0,0.0,5.874363590723837,0.1835738622101199,6809248.25,7174957.032578958,17091.0,27219902.0,6816480.951088057,2111781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,20.0,0.0367147724420239,0.0,19.748417658131498,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,0.0,512.0,0.0,20.0,0.0,0.0,4498298.679391188,15734838.0,Malicious,DoS,DoS ACK,0
192.168.1.70-192.168.1.90-36498-0-6,192.168.1.70,36498.0,192.168.1.90,0,6.0,196411.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,254.56822683047284,10.182729073218914,196411.0,0.0,196411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,5.091364536609457,0.0,28.867513459481287,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS SYN,0
192.168.1.70-192.168.1.90-6945-0-6,192.168.1.70,6945.0,192.168.1.90,0,6.0,826573.0,2.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,120.98144991428464,2.4196289982856927,826573.0,0.0,826573.0,826573.0,0.0,826573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,50.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS RST,0
192.168.1.70-192.168.1.90-46312-0-6,192.168.1.70,46312.0,192.168.1.90,0,6.0,3053050.0,2.0,0.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,327.54131114786856,0.6550826222957371,3053050.0,0.0,3053050.0,3053050.0,0.0,3053050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,500.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS RST,0
192.168.1.70-192.168.1.90-36516-0-6,192.168.1.70,36516.0,192.168.1.90,0,6.0,7299503.0,2.0,0.0,80.0,0.0,50.0,14.142135623730953,0.0,0.0,0.0,10.959650266600343,0.2739912566650085,7299503.0,0.0,7299503.0,7299503.0,0.0,7299503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,30.0,11.547005383792516,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2.0,80.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,7299503.0,Malicious,DoS,DoS SYN,0
