Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Min,Fwd IAT Total,Fwd IAT Std,Fwd IAT Min,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Bwd Packets/s,Packet Length Min,Packet Length Std,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Fwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Seg Size Min,Active Mean,Active Std,Idle Std,Idle Max,Label,Traffic Type,Traffic Subtype,Cluster
192.168.1.70-192.168.1.90-23202-0-6,192.168.1.70,23202.0,192.168.1.90,0,6.0,8640923.0,2.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,11.5728377628177,0.2314567552563539,8640923.0,0.0,8640923.0,8640923.0,0.0,8640923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,50.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,8640923.0,Malicious,DoS,DoS RST,0
192.168.1.70-192.168.1.90-3021-4186-6,192.168.1.70,3021.0,192.168.1.90,4186,6.0,90528.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.09261223047013,90528.0,0.0,90528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,11.046306115235064,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,Information Gathering,Information Gathering,0
192.168.1.177-192.168.1.42-17331-53-17,192.168.1.177,17331.0,192.168.1.42,53,17.0,2514941.0,2.0,0.0,76.0,0.0,38.0,0.0,0.0,0.0,0.0,30.219396796982515,0.7952472841311188,2514941.0,0.0,2514941.0,2514941.0,0.0,2514941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,2.0,76.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,Malicious,Mirai,Mirai DDoS DNS,0
192.168.1.70-192.168.1.90-34480-0-6,192.168.1.70,34480.0,192.168.1.90,0,6.0,2999850.0,2.0,0.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,333.350000833375,0.66670000166675,2999850.0,0.0,2999850.0,2999850.0,0.0,2999850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,500.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS RST,0
192.168.1.70-192.168.1.90-3021-35074-6,192.168.1.70,3021.0,192.168.1.90,35074,6.0,18414.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6130118388183,18414.0,0.0,18414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,54.30650591940915,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,Information Gathering,Information Gathering,0
192.168.1.70-192.168.1.90-26209-0-6,192.168.1.70,26209.0,192.168.1.90,0,6.0,17418.0,1.0,1.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,28705.936387644964,114.82374555057986,17418.0,0.0,17418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,57.41187277528993,0.0,288.67513459481285,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ECN,0
192.168.1.70-192.168.1.90-1181-248-6,192.168.1.70,1181.0,192.168.1.90,248,6.0,5064665.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3948928507611066,5064665.0,0.0,5064665.0,5064665.0,0.0,5064665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,5064665.0,Malicious,Information Gathering,Information Gathering,0
192.168.1.70-192.168.1.90-39774-0-6,192.168.1.70,39774.0,192.168.1.90,0,6.0,108312.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,461.62936701381193,18.46517468055248,108312.0,0.0,108312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.232587340276238,0.0,28.867513459481287,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS CWR,0
192.168.1.70-192.168.1.90-17236-0-6,192.168.1.70,17236.0,192.168.1.90,0,6.0,146790.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,340.6226582192247,13.62490632876899,146790.0,0.0,146790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,6.812453164384495,0.0,28.867513459481287,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS SYN,0
192.168.1.70-192.168.1.90-34666-0-6,192.168.1.70,34666.0,192.168.1.90,0,6.0,3107840.0,2.0,1.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,321.7668863261944,0.9653006589785832,1553920.0,2178188.6993297893,13708.0,3094132.0,0.0,3094132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.3217668863261944,0.0,250.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ACK,0
192.168.1.70-192.168.1.90-34314-0-6,192.168.1.70,34314.0,192.168.1.90,0,6.0,2616354.0,3.0,1.0,150.0,0.0,50.0,0.0,0.0,0.0,0.0,57.33169135369297,1.5288451027651455,872118.0,747757.5401151098,12183.0,2604171.0,95133.43923405692,1234816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,20.0,0.3822112756912864,0.0,22.36067977499789,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ECN,0
192.168.1.70-192.168.1.90-45675-0-6,192.168.1.70,45675.0,192.168.1.90,0,6.0,1930942.0,2.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,51.78819457031853,1.0357638914063707,1930942.0,0.0,1930942.0,1930942.0,0.0,1930942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ACK,0
192.168.1.70-192.168.1.90-33034-0-6,192.168.1.70,33034.0,192.168.1.90,0,6.0,8434.0,1.0,1.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,59283.85107896609,237.13540431586435,8434.0,0.0,8434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,118.56770215793216,0.0,288.67513459481285,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ECN,0
192.168.1.70-192.168.1.90-31281-0-6,192.168.1.70,31281.0,192.168.1.90,0,6.0,7739798.0,3.0,1.0,150.0,0.0,50.0,0.0,0.0,0.0,0.0,19.380350753340075,0.516809353422402,2579932.666666667,4053305.231965184,28723.0,7711075.0,4805784.0631901575,457335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,20.0,0.1292023383556005,0.0,22.36067977499789,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,3.0,150.0,0.0,512.0,0.0,20.0,457335.0,0.0,0.0,7253740.0,Malicious,DoS,DoS ACK,0
192.168.1.70-192.168.1.90-38544-0-17,192.168.1.70,38544.0,192.168.1.90,0,17.0,2466548.0,2.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,40.54249096307876,0.8108498192615753,2466548.0,0.0,2466548.0,2466548.0,0.0,2466548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS UDP,0
192.168.1.70-192.168.1.90-39214-0-6,192.168.1.70,39214.0,192.168.1.90,0,6.0,67506.0,1.0,1.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,7406.749029715877,29.62699611886351,67506.0,0.0,67506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,14.813498059431756,0.0,288.67513459481285,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS SYN,0
192.168.1.70-192.168.1.90-56877-0-6,192.168.1.70,56877.0,192.168.1.90,0,6.0,54255.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,921.574048474795,36.8629619389918,54255.0,0.0,54255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,18.4314809694959,0.0,28.867513459481287,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS SYN,0
192.168.1.70-192.168.1.90-49048-0-6,192.168.1.70,49048.0,192.168.1.90,0,6.0,10051973.0,2.0,0.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,99.4829572264072,0.1989659144528144,10051973.0,0.0,10051973.0,10051973.0,0.0,10051973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,500.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,10051973.0,Malicious,DoS,DoS RST,0
192.168.1.70-192.168.1.90-6390-0-6,192.168.1.70,6390.0,192.168.1.90,0,6.0,4626550.0,2.0,0.0,60.0,0.0,30.0,0.0,0.0,0.0,0.0,12.96862673050113,0.4322875576833709,4626550.0,0.0,4626550.0,4626550.0,0.0,4626550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,30.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,60.0,0.0,512.0,0.0,40.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS RST,0
192.168.1.70-192.168.1.90-11386-0-6,192.168.1.70,11386.0,192.168.1.90,0,6.0,3157307.0,2.0,1.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,316.7256145823007,0.950176843746902,1578653.5,2187018.341706466,32198.0,3125109.0,0.0,3125109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.3167256145823007,0.0,250.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ACK,0
192.168.1.70-192.168.1.90-13969-0-6,192.168.1.70,13969.0,192.168.1.90,0,6.0,16256.0,1.0,1.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,1845.472440944882,123.03149606299212,16256.0,0.0,16256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,61.51574803149607,0.0,17.320508075688775,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,40.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS SYN,0
192.168.1.70-192.168.1.90-49394-80-6,192.168.1.70,49394.0,192.168.1.90,80,6.0,49240.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.92607636068237,24620.0,22344.574285494906,8820.0,49240.0,0.0,49240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,44.0,20.30869212022746,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS HTTP,0
192.168.1.70-192.168.1.90-41635-0-6,192.168.1.70,41635.0,192.168.1.90,0,6.0,3150686.0,2.0,1.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,317.3911967108116,0.9521735901324346,1575343.0,2186286.4861879377,29405.0,3121281.0,0.0,3121281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.3173911967108115,0.0,250.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ACK,0
192.168.1.70-192.168.1.90-41097-0-6,192.168.1.70,41097.0,192.168.1.90,0,6.0,49068.0,1.0,1.0,480.0,0.0,480.0,0.0,0.0,0.0,0.0,9782.342871117631,40.75976196299013,49068.0,0.0,49068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,20.379880981495067,0.0,277.1281292110204,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,40.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS SYN,0
192.168.1.70-192.168.1.90-38124-80-6,192.168.1.70,38124.0,192.168.1.90,80,6.0,153801.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.003816620178023,153801.0,0.0,153801.0,153801.0,0.0,153801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS HTTP,0
192.168.1.70-192.168.1.90-25602-0-6,192.168.1.70,25602.0,192.168.1.90,0,6.0,13680.0,1.0,1.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,36549.70760233919,146.19883040935673,13680.0,0.0,13680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,73.09941520467837,0.0,288.67513459481285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS PSH,0
192.168.1.70-192.168.1.90-1010-0-6,192.168.1.70,1010.0,192.168.1.90,0,6.0,208073.0,1.0,1.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,2403.002792289245,9.61201116915698,208073.0,0.0,208073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,4.8060055845784895,0.0,288.67513459481285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ACK,0
192.168.1.70-192.168.1.90-2140-0-6,192.168.1.70,2140.0,192.168.1.90,0,6.0,10081201.0,3.0,1.0,150.0,0.0,50.0,0.0,0.0,0.0,0.0,14.879179573941636,0.396778121971777,3360400.333333333,2863891.687108703,59030.0,10022171.0,234908.6508847641,4844980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,20.0,0.0991945304929442,0.0,22.36067977499789,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0,0.0,512.0,0.0,20.0,4844980.0,0.0,0.0,5177191.0,Malicious,DoS,DoS CWR,0
192.168.1.70-192.168.1.90-57120-0-6,192.168.1.70,57120.0,192.168.1.90,0,6.0,74761.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,668.7979026497774,26.751916105991093,74761.0,0.0,74761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,13.375958052995546,0.0,28.867513459481287,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS CWR,0
192.168.1.70-192.168.1.90-1879-0-6,192.168.1.70,1879.0,192.168.1.90,0,6.0,168545.0,1.0,1.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,2966.566792251328,11.86626716900531,168545.0,0.0,168545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,5.933133584502655,0.0,288.67513459481285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ACK,0
192.168.1.70-192.168.1.90-22899-0-6,192.168.1.70,22899.0,192.168.1.90,0,6.0,3118748.0,2.0,0.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,320.64148818692627,0.6412829763738526,3118748.0,0.0,3118748.0,3118748.0,0.0,3118748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,500.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS RST,0
